gene_name,complex_id
CUL3,CPX-8085
KLHL8,CPX-8085
GAS8,CPX-8086
TCTE1,CPX-8086
EFCAB2,CPX-8086
IQCA1,CPX-8086
CCDC65,CPX-8086
DRC7,CPX-8086
FBXL13,CPX-8086
IQCD,CPX-8086
DRC1,CPX-8086
DRC3,CPX-8086
IQCG,CPX-8086
RBX1,CPX-8087
CUL3,CPX-8087
KLHL10,CPX-8087
RBX1,CPX-8088
CUL3,CPX-8088
KLHL11,CPX-8088
RBX1,CPX-8089
CUL3,CPX-8089
KLHL12,CPX-8089
RBX1,CPX-8090
CUL3,CPX-8090
KLHL13,CPX-8090
RBX1,CPX-8091
CUL3,CPX-8091
KLHL14,CPX-8091
SWI5,CPX-8093
SFR1,CPX-8093
VCP,CPX-8095
FAF1,CPX-8095
VCP,CPX-8096
NPLOC4,CPX-8096
UFD1,CPX-8096
FAF1,CPX-8096
RBX1,CPX-8097
CUL3,CPX-8097
KLHL15,CPX-8097
UBXN7,CPX-8101
VCP,CPX-8101
NPLOC4,CPX-8101
UFD1,CPX-8101
RBX1,CPX-8102
CUL3,CPX-8102
GAN,CPX-8102
RBX1,CPX-8103
CUL3,CPX-8103
KLHL17,CPX-8103
VCP,CPX-8104
NPLOC4,CPX-8104
UFD1,CPX-8104
FAF2,CPX-8104
VCP,CPX-8105
UBXN1,CPX-8105
NPLOC4,CPX-8105
UFD1,CPX-8105
KLHL18,CPX-8106
RBX1,CPX-8106
CUL3,CPX-8106
RBX1,CPX-8107
CUL3,CPX-8107
KEAP1,CPX-8107
RBX1,CPX-8108
SKP1,CPX-8108
CUL1,CPX-8108
TSPAN17,CPX-8108
RBX1,CPX-8109
CUL3,CPX-8109
KLHL20,CPX-8109
RBX1,CPX-8110
CUL3,CPX-8110
KLHL21,CPX-8110
VCP,CPX-8121
UBXN2B,CPX-8121
RBX1,CPX-8122
CUL3,CPX-8122
KLHL22,CPX-8122
RBX1,CPX-8123
CUL3,CPX-8123
KLHL23,CPX-8123
VCP,CPX-8124
UBXN2A,CPX-8124
RBX1,CPX-8125
CUL3,CPX-8125
KLHL24,CPX-8125
RBX1,CPX-8126
CUL3,CPX-8126
KLHL25,CPX-8126
MYOD1,CPX-8128
VCP,CPX-8128
VCP,CPX-8129
PLAA,CPX-8129
RBX1,CPX-8130
CUL3,CPX-8130
KLHL26,CPX-8130
RBX1,CPX-8131
CUL3,CPX-8131
IPP,CPX-8131
VCP,CPX-8132
VCPIP1,CPX-8132
VCP,CPX-8133
UBXN6,CPX-8133
VCP,CPX-8134
AMFR,CPX-8134
RBX1,CPX-8135
CUL3,CPX-8135
KLHL28,CPX-8135
ATP1A1,CPX-8141
ATP1B1,CPX-8141
FXYD3,CPX-8141
ATP1A1,CPX-8142
ATP1B1,CPX-8142
FXYD4,CPX-8142
ATP1A1,CPX-8143
ATP1B1,CPX-8143
FXYD5,CPX-8143
ATP1A1,CPX-8144
ATP1B1,CPX-8144
FXYD6,CPX-8144
ATP1A1,CPX-8146
ATP1B1,CPX-8146
FXYD7,CPX-8146
RBX1,CPX-8147
CUL3,CPX-8147
KLHL29,CPX-8147
PRMT5,CPX-8148
WDR77,CPX-8148
RIOK1,CPX-8148
PRMT5,CPX-8149
WDR77,CPX-8149
COPRS,CPX-8149
RBX1,CPX-8150
KLHL30,CPX-8150
CUL3,CPX-8150
RBX1,CPX-8151
CUL3,CPX-8151
KLHL31,CPX-8151
CCZ1,CPX-8152
MON1B,CPX-8152
RMC1,CPX-8152
CCZ1,CPX-8153
MON1A,CPX-8153
RMC1,CPX-8153
NME5,CPX-8163
DNAJB13,CPX-8163
RSPH4A,CPX-8163
CYB5D1,CPX-8163
RSPH3,CPX-8163
CFAP206,CPX-8163
DYDC1,CPX-8163
RSPH1,CPX-8163
ROPN1L,CPX-8163
DYNLL2,CPX-8163
RSPH9,CPX-8163
RSPH14,CPX-8163
NME5,CPX-8164
DNAJB13,CPX-8164
CYB5D1,CPX-8164
RSPH3,CPX-8164
CFAP206,CPX-8164
IQUB,CPX-8164
DYDC1,CPX-8164
RSPH1,CPX-8164
ROPN1L,CPX-8164
DYNLL2,CPX-8164
RSPH6A,CPX-8164
RSPH9,CPX-8164
RSPH14,CPX-8164
CCZ1B,CPX-8165
MON1A,CPX-8165
RMC1,CPX-8165
CCZ1B,CPX-8166
MON1B,CPX-8166
RMC1,CPX-8166
OSBPL9,CPX-8167
OSBPL10,CPX-8167
OSBPL9,CPX-8168
OSBPL11,CPX-8168
SEC61G,CPX-8169
SEC61B,CPX-8169
SEC61A2,CPX-8169
PSMG1,CPX-8173
PSMG2,CPX-8173
PSMG4,CPX-8174
PSMG3,CPX-8174
SLX4,CPX-8175
SLX1A; SLX1B,CPX-8175
DUOXA2,CPX-8182
DUOX2,CPX-8182
DUOXA1,CPX-8183
DUOX1,CPX-8183
SLC7A9,CPX-8184
SLC3A1,CPX-8184
SLC3A2,CPX-8185
SLC7A5,CPX-8185
SLC3A2,CPX-8186
SLC7A8,CPX-8186
SLC3A2,CPX-8187
SLC7A7,CPX-8187
SLC3A2,CPX-8188
SLC7A6,CPX-8188
OOEP,CPX-2210
NLRP5,CPX-2210
KHDC3L,CPX-2210
PADI6,CPX-2210
NLRP7,CPX-2210
NLRP2,CPX-2210
SLC3A2,CPX-8189
SLC7A10,CPX-8189
SLC3A2,CPX-8190
SLC7A11,CPX-8190
SLC6A19,CPX-8191
CLTRN,CPX-8191
SLC6A19,CPX-8192
ACE2,CPX-8192
RBX1,CPX-8201
CUL3,CPX-8201
KLHL32,CPX-8201
RBX1,CPX-8202
CUL3,CPX-8202
KLHL34,CPX-8202
RBX1,CPX-8221
CUL3,CPX-8221
KLHL35,CPX-8221
RBX1,CPX-8222
CUL3,CPX-8222
KLHL36,CPX-8222
ENC1,CPX-8241
RBX1,CPX-8241
CUL3,CPX-8241
RBX1,CPX-8242
CUL3,CPX-8242
KLHL38,CPX-8242
RBX1,CPX-8261
CUL3,CPX-8261
KLHL40,CPX-8261
KLHL41,CPX-8262
RBX1,CPX-8262
CUL3,CPX-8262
RBX1,CPX-8263
CUL3,CPX-8263
KLHL42,CPX-8263
ABCB7,CPX-8302
FECH,CPX-8302
ABCB10,CPX-8302
UFL1,CPX-8304
DDRGK1,CPX-8304
CDK5RAP3,CPX-8304
FMR1,CPX-8305
FXR1,CPX-8306
FMR1,CPX-8306
EXT1,CPX-8307
EXT2,CPX-8307
FXR2,CPX-8322
FMR1,CPX-8322
FXR1,CPX-8323
FXR2,CPX-8341
FXR1,CPX-8342
FXR2,CPX-8342
EIF2B2,CPX-8343
EIF2B5,CPX-8343
EIF2B1,CPX-8343
EIF2B3,CPX-8343
EIF2B4,CPX-8343
RNF40,CPX-8344
RNF20,CPX-8344
SLC30A6,CPX-8361
SLC30A5,CPX-8361
SLC30A1,CPX-8381
SLC30A8,CPX-8382
SLC30A2,CPX-8406
SLC30A2,CPX-8407
SLC30A1,CPX-8407
HAS3,CPX-8410
HAS1,CPX-8410
HAS2,CPX-8422
HAS1,CPX-8422
HAS3,CPX-8423
HAS3,CPX-8424
HAS2,CPX-8424
SLC30A3,CPX-8426
SLC30A3,CPX-8427
SLC30A1,CPX-8427
SLC30A3,CPX-8428
SLC30A2,CPX-8428
SLC30A4,CPX-8429
GNB1,CPX-8432
GNAI1,CPX-8432
GNGT1,CPX-8432
GPR88,CPX-8432
SLC30A4,CPX-8441
SLC30A1,CPX-8441
SLC30A4,CPX-8442
SLC30A2,CPX-8442
SLC30A4,CPX-8443
SLC30A3,CPX-8443
SLC30A7,CPX-8444
SLC30A10,CPX-8462
SLC30A10,CPX-8463
SLC30A2,CPX-8463
SLC30A10,CPX-8464
SLC30A3,CPX-8464
SLC30A4,CPX-8465
SLC30A10,CPX-8465
HAS2,CPX-8467
GRIK2,CPX-8468
HAS1,CPX-8481
GRIK2,CPX-8503
GRIK5,CPX-8503
GRIK3,CPX-8521
GRIK5,CPX-8521
GRIK1,CPX-8522
GRIK5,CPX-8522
GRIK1,CPX-8523
GRIK3,CPX-8524
GRIK1,CPX-8525
GRIK2,CPX-8525
GRIK5,CPX-8525
GRIK1,CPX-8545
GRIK2,CPX-8545
GRIK1,CPX-8550
GRIK3,CPX-8550
GRIK2,CPX-8553
GRIK3,CPX-8553
GRIK1,CPX-8555
GRIK3,CPX-8555
GRIK5,CPX-8555
GRIK1,CPX-8556
GRIK2,CPX-8556
GRIK3,CPX-8556
GRIK5,CPX-8556
UGT2B7,CPX-8557
UGT2B7,CPX-8562
UGT2B7,CPX-8563
VCP,CPX-8570
DERL1,CPX-8570
GABRG2,CPX-8571
GABRB3,CPX-8571
GABRA4,CPX-8571
ITGB3,CPX-8572
ITGA3,CPX-8572
GABRB3,CPX-8573
GABRA3,CPX-8573
GABRQ,CPX-8573
GABRG2,CPX-8574
GABRB2,CPX-8574
GABRA4,CPX-8574
GABRB3,CPX-8575
GABRA5,CPX-8575
GABRG3,CPX-8575
GABRG2,CPX-8576
GABRA5,CPX-8576
GABRB2,CPX-8576
GABRG2,CPX-8577
GABRA2,CPX-8577
GABRB2,CPX-8577
GABRD,CPX-8578
GABRA1,CPX-8578
GABRB2,CPX-8578
GABRB3,CPX-8579
GABRA3,CPX-8579
GABRG3,CPX-8579
GABRG2,CPX-8580
GABRA3,CPX-8580
GABRB2,CPX-8580
GABRG2,CPX-8581
GABRB2,CPX-8581
GABRA6,CPX-8581
PPP2R1A,CPX-8601
PPP2CA,CPX-8601
STRN3,CPX-8601
STRIP2,CPX-8601
MOB4,CPX-8601
STRN,CPX-8604
PPP2R1A,CPX-8604
PPP2CA,CPX-8604
STRIP1,CPX-8604
MOB4,CPX-8604
STRN,CPX-8605
PPP2R1A,CPX-8605
PPP2CA,CPX-8605
STRIP2,CPX-8605
MOB4,CPX-8605
PPP2R1A,CPX-8606
PPP2CA,CPX-8606
STRIP1,CPX-8606
STRN4,CPX-8606
MOB4,CPX-8606
PPP2R1A,CPX-8607
PPP2CA,CPX-8607
STRN4,CPX-8607
STRIP2,CPX-8607
MOB4,CPX-8607
TNRC6A,CPX-8623
AGO3,CPX-8623
AGO4,CPX-8623
AGO2,CPX-8623
AGO1,CPX-8623
TARBP2,CPX-134
DICER1,CPX-134
PRKRA,CPX-1072
DICER1,CPX-1072
AGO3,CPX-8624
AGO4,CPX-8624
AGO2,CPX-8624
AGO1,CPX-8624
TNRC6B,CPX-8624
AGO3,CPX-8625
AGO4,CPX-8625
AGO2,CPX-8625
AGO1,CPX-8625
GRIK1,CPX-8629
GRIK4,CPX-8629
GRIK2,CPX-8630
GRIK4,CPX-8630
GRIK3,CPX-8631
GRIK4,CPX-8631
GRIK1,CPX-8632
GRIK2,CPX-8632
GRIK4,CPX-8632
GRIK1,CPX-8633
GRIK3,CPX-8633
GRIK4,CPX-8633
GRIK1,CPX-8634
GRIK2,CPX-8634
GRIK3,CPX-8634
GRIK4,CPX-8634
GABRA1,CPX-8636
GABRB1,CPX-8636
GABRG2,CPX-8636
SNAPC5,CPX-8637
SNAPC2,CPX-8637
SNAPC1,CPX-8637
SNAPC4,CPX-8637
SNAPC3,CPX-8637
SCN2B,CPX-8639
SCN1A,CPX-8639
SCN1B,CPX-8639
SCN2B,CPX-8640
SCN1A,CPX-8640
SCN3B,CPX-8640
SCN1A,CPX-8641
SCN1B,CPX-8641
SCN4B,CPX-8641
SCN1A,CPX-8642
SCN4B,CPX-8642
SCN3B,CPX-8642
SCN2B,CPX-8643
SCN1B,CPX-8643
SCN2A,CPX-8643
SCN2B,CPX-8644
SCN2A,CPX-8644
SCN3B,CPX-8644
SCN1B,CPX-8645
SCN4B,CPX-8645
SCN2A,CPX-8645
SCN4B,CPX-8646
SCN2A,CPX-8646
SCN3B,CPX-8646
SCN2B,CPX-8661
SCN1B,CPX-8661
SCN3A,CPX-8661
SCN2B,CPX-8662
SCN3A,CPX-8662
SCN3B,CPX-8662
SCN4B,CPX-8663
SCN3A,CPX-8663
SCN3B,CPX-8663
SCN1B,CPX-8664
SCN4B,CPX-8664
SCN3A,CPX-8664
SCN2B,CPX-8665
SCN4A,CPX-8665
SCN1B,CPX-8665
SCN4A,CPX-8666
SCN1B,CPX-8666
SCN4B,CPX-8666
SCN2B,CPX-8667
SCN4A,CPX-8667
SCN3B,CPX-8667
SCN4A,CPX-8668
SCN4B,CPX-8668
SCN3B,CPX-8668
SCN2B,CPX-8669
SCN1B,CPX-8669
SCN5A,CPX-8669
SCN1B,CPX-8670
SCN5A,CPX-8670
SCN4B,CPX-8670
SCN2B,CPX-8671
SCN5A,CPX-8671
SCN3B,CPX-8671
SCN5A,CPX-8672
SCN4B,CPX-8672
SCN3B,CPX-8672
SCN2B,CPX-8673
SCN1B,CPX-8673
SCN8A,CPX-8673
SCN1B,CPX-8674
SCN4B,CPX-8674
SCN8A,CPX-8674
SCN4B,CPX-8675
SCN3B,CPX-8675
SCN8A,CPX-8675
SCN2B,CPX-8676
SCN3B,CPX-8676
SCN8A,CPX-8676
SCN2B,CPX-8677
SCN1B,CPX-8677
SCN9A,CPX-8677
SCN1B,CPX-8678
SCN9A,CPX-8678
SCN4B,CPX-8678
SCN9A,CPX-8679
SCN4B,CPX-8679
SCN3B,CPX-8679
SCN2B,CPX-8680
SCN9A,CPX-8680
SCN3B,CPX-8680
SCN2B,CPX-8681
SCN1B,CPX-8681
SCN10A,CPX-8681
SCN1B,CPX-8682
SCN4B,CPX-8682
SCN10A,CPX-8682
SCN4B,CPX-8683
SCN3B,CPX-8683
SCN10A,CPX-8683
SCN2B,CPX-8684
SCN3B,CPX-8684
SCN10A,CPX-8684
SCN2B,CPX-8685
SCN1B,CPX-8685
SCN11A,CPX-8685
SCN1B,CPX-8686
SCN4B,CPX-8686
SCN11A,CPX-8686
SCN4B,CPX-8687
SCN3B,CPX-8687
SCN11A,CPX-8687
SCN2B,CPX-8690
SCN3B,CPX-8690
SCN11A,CPX-8690
SCN2B,CPX-8691
SCN7A,CPX-8691
SCN3B,CPX-8691
SCN7A,CPX-8692
SCN4B,CPX-8692
SCN3B,CPX-8692
SCN7A,CPX-8693
SCN1B,CPX-8693
SCN4B,CPX-8693
SCN2B,CPX-8694
SCN7A,CPX-8694
SCN1B,CPX-8694
CAPZB,CPX-8695
CAPZA1,CPX-8695
CAPZA2,CPX-8696
CAPZB,CPX-8696
CACNG1,CPX-8699
CACNB2,CPX-8699
CACNA1S,CPX-8699
GABRB3,CPX-8701
GABRA5,CPX-8701
GABRB1,CPX-8702
GABRG2,CPX-8702
GABRA2,CPX-8702
GABRB1,CPX-8721
GABRG2,CPX-8721
GABRA3,CPX-8721
GABRB1,CPX-8723
GABRG2,CPX-8723
GABRA4,CPX-8723
GABRB1,CPX-8724
GABRG2,CPX-8724
GABRA5,CPX-8724
CACNB3,CPX-8725
CACNG1,CPX-8725
CACNA1S,CPX-8725
CACNB4,CPX-8726
CACNG1,CPX-8726
CACNA1S,CPX-8726
GABRB1,CPX-8727
GABRG2,CPX-8727
GABRA6,CPX-8727
GABRA1,CPX-8729
GABRB3,CPX-8729
GABRG2,CPX-8731
GABRB3,CPX-8731
GABRD,CPX-8732
GABRB3,CPX-8732
ERAP2,CPX-8736
ERAP1,CPX-8736
RPN1,CPX-8738
RPN2,CPX-8738
OST4,CPX-8738
DDOST,CPX-8738
TMEM258,CPX-8738
DAD1,CPX-8738
TUSC3,CPX-8738
STT3B,CPX-8738
RPN1,CPX-5622
RPN2,CPX-5622
OST4,CPX-5622
DDOST,CPX-5622
TMEM258,CPX-5622
DAD1,CPX-5622
STT3B,CPX-5622
MAGT1,CPX-5622
RPN1,CPX-5621
RPN2,CPX-5621
OST4,CPX-5621
DDOST,CPX-5621
STT3A,CPX-5621
TMEM258,CPX-5621
DAD1,CPX-5621
KRTCAP2,CPX-5621
OSTC,CPX-5621
CACNB1,CPX-8740
CACNG1,CPX-8740
CACNA1S,CPX-8740
CACNG1,CPX-8741
CACNB2,CPX-8741
CACNA1S,CPX-8741
CACNB3,CPX-8742
CACNG1,CPX-8742
CACNA1S,CPX-8742
CACNB4,CPX-8743
CACNG1,CPX-8743
CACNA1S,CPX-8743
CACNB1,CPX-8762
CACNG1,CPX-8762
CACNA1S,CPX-8762
CACNG1,CPX-8763
CACNB2,CPX-8763
CACNA1S,CPX-8763
CACNB3,CPX-8764
CACNG1,CPX-8764
CACNA1S,CPX-8764
GRIA1,CPX-8767
GRIA2,CPX-8767
CACNB4,CPX-8768
CACNG1,CPX-8768
CACNA1S,CPX-8768
CACNB1,CPX-8769
CACNG1,CPX-8769
CACNA1S,CPX-8769
CACNG1,CPX-8771
CACNB2,CPX-8771
CACNA1S,CPX-8771
CACNB3,CPX-8772
CACNG1,CPX-8772
CACNA1S,CPX-8772
CACNB4,CPX-8773
CACNG1,CPX-8773
CACNA1S,CPX-8773
FOXP1,CPX-8774
FOXP2,CPX-8775
TRAF3IP2,CPX-8776
IL17A,CPX-8776
IL17RC,CPX-8776
IL17RA,CPX-8776
IL17F,CPX-8776
RNMT,CPX-8781
RAMAC,CPX-8781
VCP,CPX-8782
DERL2,CPX-8782
VCP,CPX-8783
DERL3,CPX-8783
FOXP3,CPX-8784
FOXP2,CPX-8802
FOXP1,CPX-8802
FOXP4,CPX-8804
FOXP1,CPX-8804
FOXP2,CPX-8805
FOXP4,CPX-8805
PSMA7,CPX-8806
PSMB1,CPX-8806
PSMA1,CPX-8806
PSMA2,CPX-8806
PSMA3,CPX-8806
PSMA4,CPX-8806
PSMA5,CPX-8806
PSMB4,CPX-8806
PSMB6,CPX-8806
PSMB5,CPX-8806
PSMB3,CPX-8806
PSMB2,CPX-8806
PSMA6,CPX-8806
PSMB7,CPX-8806
FOXP4,CPX-8807
PEX1,CPX-8808
PEX6,CPX-8808
PEX26,CPX-8808
EBI3,CPX-8822
IL27,CPX-8822
SNX1,CPX-8823
SNX5,CPX-8823
IL1RAP,CPX-8830
SNX1,CPX-8835
SNX6,CPX-8835
SNX1,CPX-8837
SNX32,CPX-8837
SNX2,CPX-8838
SNX5,CPX-8838
SNX2,CPX-8839
SNX6,CPX-8839
SNX2,CPX-8840
SNX32,CPX-8840
PSMA7,CPX-8841
PSMB1,CPX-8841
PSMA1,CPX-8841
PSMA2,CPX-8841
PSMA3,CPX-8841
PSMA4,CPX-8841
PSMA5,CPX-8841
PSMB4,CPX-8841
PSMB6,CPX-8841
PSMB5,CPX-8841
PSMB3,CPX-8841
PSMB2,CPX-8841
PSMA6,CPX-8841
PSME4,CPX-8841
PSMB7,CPX-8841
PSMA7,CPX-8842
PSMB1,CPX-8842
PSMA1,CPX-8842
PSMA2,CPX-8842
PSMA3,CPX-8842
PSMA4,CPX-8842
PSMA5,CPX-8842
PSMB4,CPX-8842
PSMB6,CPX-8842
PSMB5,CPX-8842
PSMB3,CPX-8842
PSMB2,CPX-8842
PSMA6,CPX-8842
PSME1,CPX-8842
PSMB7,CPX-8842
PSME2,CPX-8842
CACNB3,CPX-8861
CACNA1C,CPX-8861
CACNB1,CPX-8862
CACNA1C,CPX-8862
CACNB4,CPX-8863
CACNA1C,CPX-8863
CACNB2,CPX-8864
CACNA1C,CPX-8864
CACNB1,CPX-8865
CACNA1C,CPX-8865
CACNB3,CPX-8866
CACNA1C,CPX-8866
CACNB4,CPX-8867
CACNA1C,CPX-8867
CACNB1,CPX-8868
CACNA1C,CPX-8868
CACNB2,CPX-8869
CACNA1C,CPX-8869
CACNB3,CPX-8870
CACNA1C,CPX-8870
CACNB4,CPX-8871
CACNA1C,CPX-8871
CACNB1,CPX-8872
CACNA1C,CPX-8872
CACNB2,CPX-8873
CACNA1C,CPX-8873
CACNB3,CPX-8875
CACNA1C,CPX-8875
CACNB4,CPX-8876
CACNA1C,CPX-8876
SLC5A2,CPX-8879
PDZK1IP1,CPX-8879
BCL10,CPX-8881
CARD9,CPX-8881
MALT1,CPX-8881
BCL10,CPX-8901
CARD11,CPX-8901
MALT1,CPX-8901
BCL10,CPX-8902
CARD10,CPX-8902
MALT1,CPX-8902
BCL10,CPX-8906
CARD14,CPX-8906
MALT1,CPX-8906
SPOP,CPX-8916
RBX1,CPX-8916
CUL3,CPX-8916
SPOPL,CPX-8916
RBX1,CPX-8917
CUL3,CPX-8917
SPOPL,CPX-8917
RBX1,CPX-8918
CUL3,CPX-8918
KBTBD2,CPX-8918
ETF1,CPX-8923
GSPT2,CPX-8923
RBX1,CPX-8927
CUL3,CPX-8927
KBTBD4,CPX-8927
RBX1,CPX-8935
CUL3,CPX-8935
KBTBD6,CPX-8935
KBTBD7,CPX-8935
IL6,CPX-8936
FGF12,CPX-8940
TCOF1,CPX-8940
NOLC1,CPX-8940
RBX1,CPX-8941
CUL3,CPX-8941
KBTBD8,CPX-8941
RBX1,CPX-8942
CUL3,CPX-8942
KBTBD3,CPX-8942
KDM1A,CPX-8943
HDAC1,CPX-8943
RCOR1,CPX-8943
LTA,CPX-8945
TNFRSF1A,CPX-8945
LTA,CPX-8947
LTBR,CPX-8947
LTB,CPX-8947
PSMD11,CPX-8964
PSMD12,CPX-8964
PSMD14,CPX-8964
PSMD3,CPX-8964
PSMC3,CPX-8964
PSMC2,CPX-8964
PSMC4,CPX-8964
PSMD8,CPX-8964
PSMD7,CPX-8964
PSMD4,CPX-8964
SEM1,CPX-8964
PSMC1,CPX-8964
PSMC5,CPX-8964
PSMC6,CPX-8964
PSMD2,CPX-8964
PSMD6,CPX-8964
ADRM1,CPX-8964
PSMD1,CPX-8964
PSMD13,CPX-8964
PSMA7,CPX-9001
PSMB1,CPX-9001
PSMA1,CPX-9001
PSMA2,CPX-9001
PSMA3,CPX-9001
PSMA4,CPX-9001
PSMA5,CPX-9001
PSMB4,CPX-9001
PSMB6,CPX-9001
PSMB5,CPX-9001
PSMB3,CPX-9001
PSMB2,CPX-9001
PSMA6,CPX-9001
PSME3,CPX-9001
PSMB7,CPX-9001
PSMA7,CPX-9002
PSMB1,CPX-9002
PSMA1,CPX-9002
PSMA2,CPX-9002
PSMA3,CPX-9002
PSMA4,CPX-9002
PSMA5,CPX-9002
PSMB4,CPX-9002
PSMB6,CPX-9002
PSMB5,CPX-9002
PSMB3,CPX-9002
PSMB2,CPX-9002
PSMA6,CPX-9002
PSME1,CPX-9002
PSMB7,CPX-9002
PSME2,CPX-9002
PSMA7,CPX-9003
PSMB1,CPX-9003
PSMA1,CPX-9003
PSMA2,CPX-9003
PSMA3,CPX-9003
PSMA4,CPX-9003
PSMB8,CPX-9003
PSMB9,CPX-9003
PSMA5,CPX-9003
PSMB4,CPX-9003
PSMB10,CPX-9003
PSMB3,CPX-9003
PSMB2,CPX-9003
PSMA6,CPX-9003
PSMB11,CPX-9004
PSMA7,CPX-9004
PSMB1,CPX-9004
PSMA1,CPX-9004
PSMA2,CPX-9004
PSMA3,CPX-9004
PSMA4,CPX-9004
PSMB9,CPX-9004
PSMA5,CPX-9004
PSMB4,CPX-9004
PSMB10,CPX-9004
PSMB3,CPX-9004
PSMB2,CPX-9004
PSMA6,CPX-9004
PSMB1,CPX-9021
PSMA1,CPX-9021
PSMA2,CPX-9021
PSMA3,CPX-9021
PSMA4,CPX-9021
PSMA5,CPX-9021
PSMB4,CPX-9021
PSMB6,CPX-9021
PSMB5,CPX-9021
PSMB3,CPX-9021
PSMB2,CPX-9021
PSMA6,CPX-9021
PSMA8,CPX-9021
PSMB7,CPX-9021
PSMA7,CPX-9022
PSMB1,CPX-9022
PSMA1,CPX-9022
PSMA2,CPX-9022
PSMA3,CPX-9022
PSMA4,CPX-9022
PSMA5,CPX-9022
PSMB4,CPX-9022
PSMB6,CPX-9022
PSMB5,CPX-9022
PSMB3,CPX-9022
PSMB2,CPX-9022
PSMA6,CPX-9022
PSME3,CPX-9022
PSMB7,CPX-9022
DLD,CPX-9061
DLST,CPX-9061
KGD4,CPX-9061
OGDH,CPX-9061
PSMA7,CPX-9063
PSMB1,CPX-9063
PSMA1,CPX-9063
PSMA2,CPX-9063
PSMA3,CPX-9063
PSMA4,CPX-9063
PSMA5,CPX-9063
PSMB4,CPX-9063
PSMB6,CPX-9063
PSMB5,CPX-9063
PSMB3,CPX-9063
PSMB2,CPX-9063
PSMA6,CPX-9063
PSME4,CPX-9063
PSMB7,CPX-9063
KDM1A,CPX-9065
HDAC2,CPX-9065
RCOR1,CPX-9065
KDM1A,CPX-9066
HDAC1,CPX-9066
RCOR2,CPX-9066
KDM1A,CPX-9067
RCOR2,CPX-9067
HDAC2,CPX-9067
KDM1A,CPX-9068
HDAC1,CPX-9068
RCOR3,CPX-9068
KDM1A,CPX-9069
HDAC2,CPX-9069
RCOR3,CPX-9069
KBTBD13,CPX-9081
RBX1,CPX-9081
CUL3,CPX-9081
PSMD11,CPX-9082
PSMD12,CPX-9082
PSMD14,CPX-9082
PSMA7,CPX-9082
PSMD3,CPX-9082
PSMC3,CPX-9082
PSMB1,CPX-9082
PSMA1,CPX-9082
PSMA2,CPX-9082
PSMA3,CPX-9082
PSMA4,CPX-9082
PSMA5,CPX-9082
PSMB4,CPX-9082
PSMB6,CPX-9082
PSMB5,CPX-9082
PSMC2,CPX-9082
PSMC4,CPX-9082
PSMD8,CPX-9082
PSMB3,CPX-9082
PSMB2,CPX-9082
PSMD7,CPX-9082
PSMD4,CPX-9082
SEM1,CPX-9082
PSMA6,CPX-9082
PSMC1,CPX-9082
PSMC5,CPX-9082
PSMC6,CPX-9082
PSME1,CPX-9082
PSMD2,CPX-9082
PSMD6,CPX-9082
ADRM1,CPX-9082
PSMB7,CPX-9082
PSMD1,CPX-9082
PSME2,CPX-9082
PSMD13,CPX-9082
PSMD11,CPX-9085
PSMD12,CPX-9085
PSMD14,CPX-9085
PSMA7,CPX-9085
PSMD3,CPX-9085
PSMC3,CPX-9085
PSMB1,CPX-9085
PSMA1,CPX-9085
PSMA2,CPX-9085
PSMA3,CPX-9085
PSMA4,CPX-9085
PSMA5,CPX-9085
PSMB4,CPX-9085
PSMB6,CPX-9085
PSMB5,CPX-9085
PSMC2,CPX-9085
PSMC4,CPX-9085
PSMD8,CPX-9085
PSMB3,CPX-9085
PSMB2,CPX-9085
PSMD7,CPX-9085
PSMD4,CPX-9085
SEM1,CPX-9085
PSMA6,CPX-9085
PSME3,CPX-9085
PSMC1,CPX-9085
PSMC5,CPX-9085
PSMC6,CPX-9085
PSMD2,CPX-9085
PSMD6,CPX-9085
ADRM1,CPX-9085
PSMB7,CPX-9085
PSMD1,CPX-9085
PSMD13,CPX-9085
PSMD11,CPX-9086
PSMD12,CPX-9086
PSMD14,CPX-9086
PSMA7,CPX-9086
PSMD3,CPX-9086
PSMC3,CPX-9086
PSMB1,CPX-9086
PSMA1,CPX-9086
PSMA2,CPX-9086
PSMA3,CPX-9086
PSMA4,CPX-9086
PSMA5,CPX-9086
PSMB4,CPX-9086
PSMB6,CPX-9086
PSMB5,CPX-9086
PSMC2,CPX-9086
PSMC4,CPX-9086
PSMD8,CPX-9086
PSMB3,CPX-9086
PSMB2,CPX-9086
PSMD7,CPX-9086
PSMD4,CPX-9086
SEM1,CPX-9086
PSMA6,CPX-9086
PSMC1,CPX-9086
PSMC5,CPX-9086
PSMC6,CPX-9086
PSMD2,CPX-9086
PSMD6,CPX-9086
ADRM1,CPX-9086
PSMB7,CPX-9086
PSMD1,CPX-9086
PSMD13,CPX-9086
IL1R1,CPX-9126
IL1RN,CPX-9126
IL1RAP,CPX-9128
UBR4,CPX-9141
KCMF1,CPX-9141
MIER1,CPX-9162
HDAC2,CPX-9162
HDAC1,CPX-9163
MIER2,CPX-9163
EFCAB9,CPX-9165
TMEM262,CPX-9165
TMEM249,CPX-9165
CATSPERE,CPX-9165
CATSPERG,CPX-9165
CATSPER4,CPX-9165
CATSPERD,CPX-9165
CATSPER3,CPX-9165
